worker_age,employment_attrition_flag,travel_frequency,compensation_daily_rate,org_department,worker_commute_distance,education_level_code,education_field,worker_id,survey_environment_satisfaction,worker_gender,compensation_hourly_rate,survey_job_involvement,org_job_level,org_job_role,survey_job_satisfaction,worker_marital_status,compensation_monthly_salary,compensation_monthly_rate,career_companies_worked_count,work_overtime_flag,compensation_salary_hike_pct,performance_rating_code,survey_relationship_satisfaction,compensation_stock_option_level,career_total_years,training_sessions_last_year,survey_work_life_balance,tenure_total_years,tenure_current_role_years,tenure_years_since_promotion,tenure_years_with_manager,worker_status
41,0,RARE,427,Human Resources,10,4,Human Resources,731,2,M,73,2,5,Manager,4,Divorced,19141,8861,3,0,15,3,2,3,23,2,2,21,6,12,6,Active
60,0,RARE,1179,Sales,16,4,Marketing,732,1,M,84,3,2,Sales Executive,1,Single,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2,Active
27,0,FREQ,294,Research & Development,10,2,Life Sciences,733,4,M,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,0,21,4,3,2,9,4,2,9,7,1,7,Active
41,0,RARE,314,Human Resources,1,3,Human Resources,734,4,M,59,2,5,Manager,3,Married,19189,19562,1,0,12,3,2,1,22,3,3,22,7,2,10,Active
50,0,RARE,316,Sales,8,4,Marketing,738,4,M,54,3,1,Sales Representative,2,Married,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2,Active
28,1,RARE,654,Research & Development,1,2,Life Sciences,741,1,F,67,1,1,Research Scientist,2,Single,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,Terminated
36,0,NONE,427,Research & Development,8,3,Life Sciences,742,1,F,63,4,3,Research Director,1,Married,11713,20335,9,0,14,3,1,1,10,2,3,8,7,0,5,Active
38,0,RARE,168,Research & Development,1,3,Life Sciences,743,3,F,81,3,3,Manufacturing Director,3,Single,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,Active
44,0,NONE,381,Research & Development,24,3,Medical,744,1,M,49,1,1,Laboratory Technician,3,Single,3708,2104,2,0,14,3,3,0,9,5,3,5,2,1,4,Active
47,0,FREQ,217,Sales,3,3,Medical,746,4,F,49,3,4,Sales Executive,3,Divorced,13770,10225,9,1,12,3,4,2,28,2,2,22,2,11,13,Active
30,0,RARE,501,Sales,27,5,Marketing,747,3,M,99,3,2,Sales Executive,4,Divorced,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7,Active
29,0,RARE,1396,Sales,10,3,Life Sciences,749,3,M,99,3,1,Sales Representative,3,Single,2642,2755,1,0,11,3,3,0,1,6,3,1,0,0,0,Active
42,1,FREQ,933,Research & Development,19,3,Medical,752,3,M,57,4,1,Research Scientist,3,Divorced,2759,20366,6,1,12,3,4,0,7,2,3,2,2,2,2,Terminated
43,0,FREQ,775,Sales,15,3,Life Sciences,754,4,M,47,2,2,Sales Executive,4,Married,6804,23683,3,0,18,3,3,1,7,5,3,2,2,2,2,Active
34,0,RARE,970,Research & Development,8,2,Medical,757,2,F,96,3,2,Healthcare Representative,3,Single,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3,Active
23,0,RARE,650,Research & Development,9,1,Medical,758,2,M,37,3,1,Laboratory Technician,1,Married,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,Active
39,0,RARE,141,Human Resources,3,3,Human Resources,760,3,F,44,4,2,Human Resources,2,Married,6389,18767,9,0,15,3,3,1,12,3,1,8,3,3,6,Active
56,0,RARE,832,Research & Development,9,3,Medical,762,3,M,81,3,4,Healthcare Representative,4,Married,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1,Active
40,0,RARE,804,Research & Development,2,1,Medical,763,4,F,86,2,1,Research Scientist,4,Single,2342,22929,0,1,20,4,4,0,5,2,2,4,2,2,3,Active
27,0,RARE,975,Research & Development,7,3,Medical,764,4,F,55,2,2,Healthcare Representative,1,Single,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7,Active
29,0,RARE,1090,Sales,10,3,Marketing,766,4,M,83,3,1,Sales Representative,2,Divorced,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,Active
53,0,RARE,346,Research & Development,6,3,Life Sciences,769,4,M,86,3,2,Laboratory Technician,4,Single,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,Active
35,0,NONE,1225,Research & Development,2,4,Life Sciences,771,4,F,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0,Active
32,0,FREQ,430,Research & Development,24,4,Life Sciences,772,1,M,80,3,2,Laboratory Technician,4,Married,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,Active
38,0,RARE,268,Research & Development,2,5,Medical,773,4,M,92,3,1,Research Scientist,3,Married,3057,20471,6,1,13,3,2,1,6,0,1,1,0,0,1,Active
34,0,RARE,167,Research & Development,8,5,Life Sciences,775,2,F,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,Active
52,0,RARE,621,Sales,3,4,Marketing,776,3,M,31,2,4,Manager,1,Married,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16,Active
33,1,RARE,527,Research & Development,1,4,Other,780,4,M,63,3,1,Research Scientist,4,Single,2686,5207,1,1,13,3,3,0,10,2,2,10,9,7,8,Terminated
25,0,RARE,883,Sales,26,1,Medical,781,3,F,32,3,2,Sales Executive,4,Single,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4,Active
45,0,RARE,954,Sales,2,2,Technical Degree,783,2,M,46,1,2,Sales Representative,3,Single,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1,Active
23,0,RARE,310,Research & Development,10,1,Medical,784,1,M,79,4,1,Research Scientist,3,Single,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2,Active
47,1,FREQ,719,Sales,27,2,Life Sciences,785,2,F,77,4,2,Sales Executive,3,Single,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,Terminated
34,0,RARE,304,Sales,2,3,Other,786,4,M,60,3,2,Sales Executive,4,Single,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4,Active
55,1,RARE,725,Research & Development,2,3,Medical,787,4,M,78,3,5,Manager,1,Married,19859,21199,5,1,13,3,4,1,24,2,3,5,2,1,4,Terminated
36,0,NONE,1434,Sales,8,4,Life Sciences,789,1,M,76,2,3,Sales Executive,1,Single,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9,Active
52,0,NONE,715,Research & Development,19,4,Medical,791,4,M,41,3,1,Research Scientist,4,Married,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,Active
26,0,FREQ,575,Research & Development,1,2,Life Sciences,792,1,F,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,Active
29,0,RARE,657,Research & Development,27,3,Medical,793,2,F,66,3,2,Healthcare Representative,3,Married,4335,25549,4,0,12,3,1,1,11,3,2,8,7,1,1,Active
26,1,RARE,1146,Sales,8,3,Technical Degree,796,4,M,38,2,2,Sales Executive,1,Single,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,Terminated
34,0,RARE,182,Research & Development,1,4,Life Sciences,797,2,F,72,4,1,Research Scientist,4,Single,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,Active
54,0,RARE,376,Research & Development,19,4,Medical,799,4,F,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,Active
27,0,FREQ,829,Sales,8,1,Marketing,800,3,M,84,3,2,Sales Executive,4,Married,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1,Active
37,0,RARE,571,Research & Development,10,1,Life Sciences,802,4,F,82,3,1,Research Scientist,1,Divorced,2782,19905,0,1,13,3,2,2,6,3,2,5,3,4,3,Active
38,0,FREQ,240,Research & Development,2,4,Life Sciences,803,1,F,75,4,2,Manufacturing Director,1,Single,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,Active
34,0,RARE,121,Research & Development,2,4,Medical,804,3,F,86,2,1,Research Scientist,1,Single,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,Active
35,0,RARE,384,Sales,8,4,Life Sciences,805,1,F,72,3,1,Sales Representative,4,Married,2572,20317,1,0,16,3,2,1,3,1,2,3,2,0,2,Active
30,0,RARE,921,Research & Development,1,3,Life Sciences,806,4,M,38,1,1,Laboratory Technician,3,Married,3833,24375,3,0,21,4,3,2,7,2,3,2,2,0,2,Active
40,0,FREQ,791,Research & Development,2,2,Medical,807,3,F,38,4,2,Healthcare Representative,2,Married,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,Active
34,0,RARE,1111,Sales,8,2,Life Sciences,808,3,F,93,3,2,Sales Executive,1,Married,6500,13305,5,0,17,3,2,1,6,1,3,3,2,1,2,Active
42,0,FREQ,570,Research & Development,8,3,Life Sciences,809,2,M,66,3,5,Manager,4,Divorced,18430,16225,1,0,13,3,2,1,24,4,2,24,7,14,9,Active
23,1,RARE,1243,Research & Development,6,3,Life Sciences,811,3,M,63,4,1,Laboratory Technician,1,Married,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0,Terminated
24,0,NONE,1092,Research & Development,9,3,Life Sciences,812,3,M,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,Active
52,0,RARE,1325,Research & Development,11,4,Life Sciences,813,4,F,82,3,2,Laboratory Technician,3,Married,3149,21821,8,0,20,4,2,1,9,3,3,5,2,1,4,Active
50,0,RARE,691,Research & Development,2,3,Medical,815,3,M,64,3,4,Research Director,3,Married,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3,Active
29,1,RARE,805,Research & Development,1,2,Life Sciences,816,2,F,36,2,1,Laboratory Technician,1,Married,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0,Terminated
33,0,RARE,213,Research & Development,7,3,Medical,817,3,M,49,3,3,Research Director,3,Married,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,Active
33,1,RARE,118,Sales,16,3,Marketing,819,1,F,69,3,2,Sales Executive,1,Single,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,Terminated
47,0,RARE,202,Research & Development,2,2,Other,820,3,F,33,3,4,Manager,4,Married,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0,Active
36,0,RARE,676,Research & Development,1,3,Other,823,3,F,35,3,2,Manufacturing Director,2,Married,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5,Active
29,0,RARE,1252,Research & Development,23,2,Life Sciences,824,3,M,81,4,1,Research Scientist,3,Married,2700,23779,1,0,24,4,3,1,10,3,3,10,7,0,7,Active
58,1,RARE,286,Research & Development,2,4,Life Sciences,825,4,M,31,3,5,Research Director,2,Single,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8,Terminated
35,0,RARE,1258,Research & Development,1,4,Life Sciences,826,4,F,40,4,1,Research Scientist,3,Single,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2,Active
42,0,RARE,932,Research & Development,1,2,Life Sciences,827,4,F,43,2,2,Manufacturing Director,4,Married,6062,4051,9,1,13,3,4,1,8,4,3,4,3,0,2,Active
28,1,RARE,890,Research & Development,2,4,Medical,828,3,M,46,3,1,Research Scientist,3,Single,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,Terminated
36,0,RARE,1041,Human Resources,13,3,Human Resources,829,3,M,36,3,1,Human Resources,2,Married,2143,25527,4,0,13,3,2,1,8,2,3,5,2,0,4,Active
32,0,RARE,859,Research & Development,4,3,Life Sciences,830,3,F,98,2,2,Manufacturing Director,3,Married,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8,Active
40,0,FREQ,720,Research & Development,16,4,Medical,832,1,M,51,2,2,Laboratory Technician,3,Single,5094,11983,6,0,14,3,4,0,10,6,3,1,0,0,0,Active
30,0,RARE,946,Research & Development,2,3,Medical,833,3,F,52,2,2,Manufacturing Director,4,Single,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0,Active
45,0,RARE,252,Research & Development,2,3,Life Sciences,834,2,F,95,2,1,Research Scientist,3,Single,2274,6153,1,0,14,3,4,0,1,3,3,1,0,0,0,Active
42,0,RARE,933,Research & Development,29,3,Life Sciences,836,2,M,98,3,2,Manufacturing Director,2,Married,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8,Active
38,0,FREQ,471,Research & Development,12,3,Life Sciences,837,1,M,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2,Active
34,0,FREQ,702,Research & Development,16,4,Life Sciences,838,3,F,100,2,1,Research Scientist,4,Single,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,Active
49,1,RARE,1184,Sales,11,3,Marketing,840,3,F,43,3,3,Sales Executive,4,Married,7654,5860,1,0,18,3,1,2,9,3,4,9,8,7,7,Terminated
55,1,RARE,436,Sales,2,1,Medical,842,3,M,37,3,2,Sales Executive,4,Single,5160,21519,4,0,16,3,3,0,12,3,2,9,7,7,3,Terminated
43,0,RARE,589,Research & Development,14,2,Life Sciences,843,2,M,94,3,4,Research Director,1,Married,17159,5200,6,0,24,4,3,1,22,3,3,4,1,1,0,Active
27,0,RARE,269,Research & Development,5,1,Technical Degree,844,3,M,42,2,3,Research Director,4,Divorced,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8,Active
35,0,RARE,950,Research & Development,7,3,Other,845,3,M,59,3,3,Manufacturing Director,3,Single,10221,18869,3,0,21,4,2,0,17,3,4,8,5,1,6,Active
28,0,RARE,760,Sales,2,4,Marketing,846,2,F,81,3,2,Sales Executive,2,Married,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5,Active
34,0,RARE,829,Human Resources,3,2,Human Resources,847,3,M,88,3,1,Human Resources,4,Married,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2,Active
26,1,FREQ,887,Research & Development,5,2,Medical,848,3,F,88,2,1,Research Scientist,3,Married,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7,Terminated
27,0,NONE,443,Research & Development,3,3,Medical,850,4,M,50,3,1,Research Scientist,4,Married,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0,Active
51,0,RARE,1318,Sales,26,4,Marketing,851,1,F,66,3,4,Manager,3,Married,16307,5594,2,0,14,3,3,1,29,2,2,20,6,4,17,Active
44,0,RARE,625,Research & Development,4,3,Medical,852,4,M,50,3,2,Healthcare Representative,2,Single,5933,5197,9,0,12,3,4,0,10,2,2,5,2,2,3,Active
25,0,RARE,180,Research & Development,2,1,Medical,854,1,M,65,4,1,Research Scientist,1,Single,3424,21632,7,0,13,3,3,0,6,3,2,4,3,0,1,Active
33,0,RARE,586,Sales,1,3,Medical,855,1,M,48,4,2,Sales Executive,1,Divorced,4037,21816,1,0,22,4,1,1,9,5,3,9,8,0,8,Active
35,0,RARE,1343,Research & Development,27,1,Medical,856,3,F,53,2,1,Research Scientist,1,Single,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,Active
36,0,RARE,928,Sales,1,2,Life Sciences,857,2,M,56,3,2,Sales Executive,4,Married,6201,2823,1,1,14,3,4,1,18,1,2,18,14,4,11,Active
32,0,RARE,117,Sales,13,4,Life Sciences,859,2,M,73,3,2,Sales Executive,4,Divorced,4403,9250,2,0,11,3,3,1,8,3,2,5,2,0,3,Active
30,0,FREQ,1012,Research & Development,5,4,Life Sciences,861,2,M,75,2,1,Research Scientist,4,Divorced,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,Active
53,0,RARE,661,Sales,7,2,Marketing,862,1,F,78,2,3,Sales Executive,4,Married,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4,Active
45,0,RARE,930,Sales,9,3,Marketing,864,4,M,74,3,3,Sales Executive,1,Divorced,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2,Active
32,0,RARE,638,Research & Development,8,2,Medical,865,3,F,91,4,2,Research Scientist,3,Married,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,Active
52,0,FREQ,890,Research & Development,25,4,Medical,867,3,F,81,2,4,Manufacturing Director,4,Married,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,Active
37,0,RARE,342,Sales,16,4,Marketing,868,4,M,66,2,2,Sales Executive,3,Divorced,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,Active
28,0,RARE,1169,Human Resources,8,2,Medical,869,2,M,63,2,1,Human Resources,4,Divorced,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4,Active
22,0,RARE,1230,Research & Development,1,2,Life Sciences,872,4,M,33,2,2,Manufacturing Director,4,Married,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2,Active
44,0,RARE,986,Research & Development,8,4,Life Sciences,874,1,M,62,4,1,Laboratory Technician,4,Married,2818,5044,2,1,24,4,3,1,10,2,2,3,2,0,2,Active
42,0,FREQ,1271,Research & Development,2,1,Medical,875,2,M,35,3,1,Research Scientist,4,Single,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,Active
36,0,RARE,1278,Human Resources,8,3,Life Sciences,878,1,M,77,2,1,Human Resources,1,Married,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,Active
25,0,RARE,141,Sales,3,1,Other,879,3,M,98,3,2,Sales Executive,1,Married,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,Active
35,0,RARE,607,Research & Development,9,3,Life Sciences,880,4,F,66,2,3,Manufacturing Director,3,Married,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,Active
35,1,FREQ,130,Research & Development,25,4,Life Sciences,881,4,F,96,3,1,Research Scientist,2,Divorced,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,Terminated
32,0,NONE,300,Research & Development,1,3,Life Sciences,882,4,M,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2,Active
25,0,RARE,583,Sales,4,1,Marketing,885,3,M,87,2,2,Sales Executive,1,Married,4256,18154,1,0,12,3,1,0,5,1,4,5,2,0,3,Active
49,0,RARE,1418,Research & Development,1,3,Technical Degree,887,3,F,36,3,1,Research Scientist,1,Married,3580,10554,2,0,16,3,2,1,7,2,3,4,2,0,2,Active
24,0,NONE,1269,Research & Development,4,1,Life Sciences,888,1,M,46,2,1,Laboratory Technician,4,Married,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,Active
32,0,FREQ,379,Sales,5,2,Life Sciences,889,2,M,48,3,2,Sales Executive,2,Married,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3,Active
38,0,RARE,395,Sales,9,3,Marketing,893,2,M,98,2,1,Sales Representative,2,Married,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2,Active
42,0,RARE,1265,Research & Development,3,3,Life Sciences,894,3,F,95,4,2,Laboratory Technician,4,Married,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3,Active
31,0,RARE,1222,Research & Development,11,4,Life Sciences,895,4,M,48,3,1,Research Scientist,4,Married,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2,Active
29,1,RARE,341,Sales,1,3,Medical,896,2,F,48,2,1,Sales Representative,3,Divorced,2800,23522,6,1,19,3,3,3,5,3,3,3,2,0,2,Terminated
53,0,RARE,868,Sales,8,3,Marketing,897,1,M,73,3,4,Sales Executive,4,Married,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2,Active
35,0,RARE,672,Research & Development,25,3,Technical Degree,899,4,M,78,2,3,Manufacturing Director,2,Married,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8,Active
37,0,FREQ,1231,Sales,21,2,Medical,900,3,F,54,3,1,Sales Representative,4,Married,2973,21222,5,0,15,3,2,1,10,3,3,5,4,0,0,Active
53,0,RARE,102,Research & Development,23,4,Life Sciences,901,4,F,72,3,4,Research Director,4,Single,14275,20206,6,0,18,3,3,0,33,0,3,12,9,3,8,Active
43,0,FREQ,422,Research & Development,1,3,Life Sciences,902,4,F,33,3,2,Healthcare Representative,4,Married,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2,Active
47,0,RARE,249,Sales,2,2,Marketing,903,3,F,35,3,2,Sales Executive,4,Married,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7,Active
37,0,NONE,1252,Sales,19,2,Medical,904,1,M,32,3,3,Sales Executive,2,Single,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,Active
50,0,NONE,881,Research & Development,2,4,Life Sciences,905,1,M,98,3,4,Manager,1,Divorced,17924,4544,1,0,11,3,4,1,31,3,3,31,6,14,7,Active
39,0,RARE,1383,Human Resources,2,3,Life Sciences,909,4,F,42,2,2,Human Resources,4,Married,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,Active
33,0,RARE,1075,Human Resources,3,2,Human Resources,910,4,M,57,3,1,Human Resources,2,Divorced,2277,22650,3,1,11,3,3,1,7,4,4,4,3,0,3,Active
32,1,RARE,374,Research & Development,25,4,Life Sciences,911,1,M,87,3,1,Laboratory Technician,4,Single,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1,Terminated
29,0,RARE,1086,Research & Development,7,1,Medical,912,1,F,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,0,14,3,3,3,8,5,3,4,3,0,3,Active
44,0,RARE,661,Research & Development,9,2,Life Sciences,913,2,M,61,3,1,Research Scientist,1,Married,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1,Active
28,0,RARE,821,Sales,5,4,Medical,916,1,M,98,3,2,Sales Executive,4,Single,4908,24252,1,0,14,3,2,0,4,3,3,4,2,0,2,Active
58,1,FREQ,781,Research & Development,2,1,Life Sciences,918,4,M,57,2,1,Laboratory Technician,4,Divorced,2380,13384,9,1,14,3,4,1,3,3,2,1,0,0,0,Terminated
43,0,RARE,177,Research & Development,8,3,Life Sciences,920,1,F,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0,Active
20,1,RARE,500,Sales,2,3,Medical,922,3,F,49,2,1,Sales Representative,3,Single,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,Terminated
21,1,RARE,1427,Research & Development,18,1,Other,923,4,F,65,3,1,Research Scientist,4,Single,2693,8870,1,0,19,3,1,0,1,3,2,1,0,0,0,Terminated
36,0,RARE,1425,Research & Development,14,1,Life Sciences,924,3,M,68,3,2,Healthcare Representative,4,Married,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,Active
47,0,RARE,1454,Sales,2,4,Life Sciences,925,4,F,65,2,1,Sales Representative,4,Single,3294,13137,1,1,18,3,1,0,3,3,2,3,2,1,2,Active
22,1,RARE,617,Research & Development,3,1,Life Sciences,926,2,F,34,3,2,Manufacturing Director,3,Married,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,Terminated
41,1,RARE,1085,Research & Development,2,4,Life Sciences,927,2,F,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,Terminated
28,0,RARE,995,Research & Development,9,3,Medical,930,3,F,77,3,1,Research Scientist,3,Divorced,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2,Active
39,1,RARE,1122,Research & Development,6,3,Medical,932,4,M,70,3,1,Laboratory Technician,1,Married,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,Terminated
27,0,RARE,618,Research & Development,4,3,Life Sciences,933,2,F,76,3,1,Research Scientist,3,Single,2318,17808,1,0,19,3,3,0,1,2,3,1,1,0,0,Active
34,0,RARE,546,Research & Development,10,3,Life Sciences,934,2,M,83,3,1,Laboratory Technician,2,Divorced,2008,6896,1,0,14,3,2,2,1,3,3,1,0,1,0,Active
42,0,RARE,462,Sales,14,2,Medical,936,3,F,68,2,2,Sales Executive,3,Single,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3,Active
33,0,RARE,1198,Research & Development,1,4,Other,939,3,M,100,2,1,Research Scientist,1,Single,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2,Active
58,0,RARE,1272,Research & Development,5,3,Technical Degree,940,3,F,37,2,3,Healthcare Representative,2,Divorced,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4,Active
31,0,RARE,154,Sales,7,4,Life Sciences,941,2,M,41,2,1,Sales Representative,3,Married,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,Active
35,0,RARE,1137,Research & Development,21,1,Life Sciences,942,4,F,51,3,2,Healthcare Representative,4,Married,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,Active
49,0,RARE,527,Research & Development,8,2,Other,944,1,F,51,3,3,Laboratory Technician,2,Married,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,Active
48,0,RARE,1469,Research & Development,20,4,Medical,945,4,M,51,3,1,Research Scientist,3,Married,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,Active
31,0,NONE,1188,Sales,20,2,Marketing,947,4,F,45,3,2,Sales Executive,3,Married,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,Active
36,0,RARE,188,Research & Development,7,4,Other,949,2,M,65,3,1,Research Scientist,4,Single,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,Active
38,0,RARE,1333,Research & Development,1,3,Technical Degree,950,4,F,80,3,3,Research Director,1,Married,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,Active
32,0,NONE,1184,Research & Development,1,3,Life Sciences,951,3,F,70,2,1,Laboratory Technician,2,Married,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,Active
25,1,RARE,867,Sales,19,2,Marketing,952,3,M,36,2,1,Sales Representative,2,Married,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,Terminated
40,0,RARE,658,Sales,10,4,Marketing,954,1,M,67,2,3,Sales Executive,2,Divorced,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,Active
26,0,FREQ,1283,Sales,1,3,Medical,956,3,M,52,2,2,Sales Executive,1,Single,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,Active
41,0,RARE,263,Research & Development,6,3,Medical,957,4,M,59,3,1,Laboratory Technician,1,Single,4721,3119,2,1,13,3,3,0,20,3,3,18,13,2,17,Active
36,0,RARE,938,Research & Development,2,4,Medical,958,3,M,79,3,1,Laboratory Technician,3,Single,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,Active
19,1,RARE,419,Sales,21,3,Other,959,4,M,37,2,1,Sales Representative,2,Single,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,Terminated
20,1,RARE,129,Research & Development,4,3,Technical Degree,960,1,M,84,3,1,Laboratory Technician,1,Single,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,Terminated
31,0,RARE,616,Research & Development,12,3,Medical,961,4,F,41,3,2,Healthcare Representative,4,Married,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,Active
40,0,FREQ,1469,Research & Development,9,4,Medical,964,4,M,35,3,1,Research Scientist,2,Divorced,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,Active
32,0,RARE,498,Research & Development,3,4,Medical,966,3,F,93,3,2,Manufacturing Director,1,Married,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3,Active
36,1,RARE,530,Sales,3,1,Life Sciences,967,3,M,51,2,3,Sales Executive,4,Married,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,Terminated
33,0,RARE,1069,Research & Development,1,3,Life Sciences,969,2,F,42,2,2,Healthcare Representative,4,Single,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,Active
